Season,Id,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,Ranking
2025,5126535,Aidan Steinfeldt,TE,Richmond,,-0.071,-0.071,,0.321,0.074,-0.536,0.321,-0.332,-0.355,-0.355,0,0.642,0.074,-1.071,0.642,-0.997,710
2025,5127724,Christian Clark,RB,Texas,SEC,0.057,0.392,0.001,-0.262,0.479,-0.147,-0.051,0.28,2.776,2.747,0.029,-5.765,9.573,-1.032,-1.697,4.473,498
2025,5127810,Titus Cram,RB,Northern Iowa,,-0.348,,-0.348,,-0.348,,,-0.348,-0.696,0,-0.696,0,-0.696,0,0,-0.696,807
2025,5127885,Kwazi Gilmer,WR,UCLA,B1G,0.301,0.301,,0.034,0.534,0.371,0.059,0.751,24.097,24.097,0,1.033,13.36,8.171,3.075,21.022,386
2025,5127900,Shay Smith,QB,UTEP,CUSA,-0.203,-0.307,-0.117,-0.195,-0.443,0.387,-0.371,-0.087,-4.469,-3.07,-1.4,-1.173,-2.656,2.711,-3.342,-1.127,661
2025,5128052,Dillon Hipp,TE,Missouri State,CUSA,0.308,0.308,,0.161,0.601,,0.308,,0.923,0.923,0,0.322,0.601,0,0.923,0,590
2025,5130407,Roger Saleapaga,TE,Oregon,B1G,-0.244,0.011,-0.754,0.577,-0.554,,-0.244,,-0.731,0.023,-0.754,0.577,-0.554,0,-0.731,0,739
2025,5130792,Nitro Tuggle,WR,Purdue,B1G,0.336,0.336,,0.041,0.282,0.777,0.278,0.399,16.796,16.796,0,0.654,5.914,8.542,7.221,9.575,556
2025,5132253,Isiah Canion,WR,Georgia Tech,ACC,0.533,0.533,,0.766,0.69,0.249,0.987,0.032,21.331,21.331,0,12.25,5.522,3.731,20.72,0.611,447
2025,5132629,Braylon Staley,WR,Tennessee,SEC,0.461,0.461,,0.373,0.236,1.263,0.405,0.548,41.018,41.018,0,13.047,8.271,22.726,21.851,19.167,132
2025,5132652,Ricky Johnson,WR,Mississippi State,SEC,0.338,0.812,-0.611,-0.453,0.733,,-0.453,0.733,1.013,1.625,-0.611,-0.453,1.466,0,-0.453,1.466,1533
2025,5132795,Matthew Ogunniyi,TE,Massachusetts,MAC,-0.428,-0.428,,-0.296,-0.559,,-0.428,,-0.855,-0.855,0,-0.296,-0.559,0,-0.855,0,744
2025,5132812,Aaron Philo,QB,Georgia Tech,ACC,-0.195,-0.596,1.411,,-0.697,-0.495,0.436,-0.615,-0.973,-2.385,1.411,0,-1.394,-0.991,0.871,-1.845,580
2025,5136049,Duke Watson,RB,Louisville,ACC,-0.12,0.022,-0.145,-0.23,-0.108,0.746,-0.152,0.02,-6.498,0.178,-6.676,-7.126,-1.948,2.984,-6.699,0.201,1088
2025,5136180,Traville Frederick Jr.,TE,Houston,B12,1.141,1.141,,,,1.141,2.545,-0.264,2.281,2.281,0,0,0,2.281,2.545,-0.264,474
2025,5136754,Luke Carter,TE,Northwestern State,,-0.097,-0.097,,0.012,0.419,-0.686,-0.382,0.378,-0.775,-0.775,0,0.025,1.257,-2.057,-1.908,1.133,741
2025,5136838,Willie Rodriguez,TE,Kentucky,SEC,0.534,0.534,,0.305,0.114,1.46,0.474,0.621,14.414,14.414,0,3.054,1.141,10.219,7.584,6.83,113
2025,5138131,Deshawn Purdie,QB,Wake Forest,ACC,0.236,0.264,-0.279,0.292,0.76,-0.164,-0.026,0.485,9.196,9.753,-0.557,2.923,13.686,-1.473,-0.501,9.697,357
2025,5138132,Corey Smith,WR,Purdue,B1G,0.353,0.353,,-0.226,0.911,0.674,0.168,0.578,7.053,7.053,0,-1.356,9.108,2.021,1.852,5.201,961
2025,5138293,Reece Vander Zee,WR,Iowa,B1G,0.779,0.779,,0.909,0.445,0.712,0.995,0.482,14.8,14.8,0,4.545,2.668,4.981,10.942,3.858,621
2025,5138451,Luke Reynolds,TE,Penn State,B1G,0.497,0.421,1.624,0.233,0.694,0.378,0.52,0.426,15.892,12.644,3.248,3.498,4.858,2.644,12.486,3.406,97
2025,5138656,Lane Wadle,TE,Georgia State,SBC,0.068,0.068,,0.057,0.08,,0.057,0.08,0.273,0.273,0,0.113,0.16,0,0.113,0.16,645
2025,5139055,Josh Ringer,RB,Miami (OH),MAC,-0.057,-0.059,-0.054,-0.254,-0.09,0.333,-0.002,-0.174,-1.418,-0.711,-0.708,-3.299,-0.452,2.332,-0.028,-1.391,873
2025,5139057,Ashton Bethel-Roman,WR,Texas A&M,SEC,0.641,0.641,,0.635,0.369,1.04,0.439,1.029,22.446,22.446,0,8.889,3.686,10.401,10.098,12.348,414
2025,5139093,Amir Jackson,TE,Florida,SEC,0.063,0.063,,-0.483,0.427,,0.063,,0.315,0.315,0,-0.965,1.28,0,0.315,0,643
2025,5139857,Caden Williams,RB,Liberty,CUSA,-0.074,,-0.074,-0.375,0.25,0.289,-0.109,0.024,-3.909,0,-3.909,-10.506,3.992,2.605,-4.238,0.329,1014
2025,5140261,Kason Stokes,WR,Middle Tennessee,CUSA,0.001,-0.359,1.439,0.361,1.439,0.153,-0.871,0.582,0.005,-1.435,1.439,0.361,1.439,0.307,-1.741,1.746,1682
2025,5140620,Connor Moberly,QB,Iowa State,B12,0.055,-0.502,0.195,0.289,0.1,-0.502,0.195,-0.502,0.276,-0.502,0.778,0.579,0.199,-0.502,0.778,-0.502,522
2025,5141351,Josiah Abdullah,WR,Virginia,ACC,-1.125,-1.125,,-1.125,,,-1.125,,-1.125,-1.125,0,-1.125,0,0,-1.125,0,1823
2025,5141362,Jordan Allen,WR,Georgia Tech,ACC,0.623,0.693,0.326,0.421,1.064,-0.668,0.399,0.87,13.091,11.786,1.304,3.787,10.639,-1.335,4.391,8.699,677
2025,5141367,Bear Bachmeier,QB,BYU,B12,0.292,0.274,0.348,0.131,0.238,0.601,0.249,0.369,133.243,94.981,38.262,26.45,29.966,68.496,73.406,59.837,42
2025,5141378,Cutter Boley,QB,Kentucky,SEC,0.194,0.201,0.441,0.039,0.099,0.529,0.255,0.115,51.123,46.189,13.221,3.304,9.411,41.25,38.048,13.076,187
2025,5141386,Tory Blaylock,RB,Oklahoma,SEC,-0.066,0.139,-0.1,-0.136,-0.151,0.271,-0.068,-0.056,-8.741,2.632,-11.372,-9.96,-6.208,4.872,-7.399,-1.342,1124
2025,5141391,Dasaahn Brame,TE,Tennessee,SEC,0.308,0.308,,0.184,0.807,,0.308,,1.541,1.541,0,0.734,0.807,0,1.541,0,543
2025,5141394,Lotzeir Brooks,WR,Alabama,SEC,0.431,0.432,0.41,-0.03,0.529,0.536,0.07,0.776,20.248,19.018,1.23,-0.483,8.465,6.973,1.619,18.629,472
2025,5141395,EJ Colson,QB,Incarnate Word,,0.258,0.214,0.433,0.082,0.23,0.57,0.077,0.56,80.318,52.463,28.174,9.87,22.533,43.882,14.848,65.47,124
2025,5141402,Royal Capell,WR,Oklahoma State,B12,0.107,-0.027,0.51,-1.041,0.035,0.863,0.012,0.202,0.857,-0.163,1.019,-1.041,0.173,1.725,0.047,0.81,1558
2025,5141406,Deion DeBlanc,WR,Wyoming,MWC,0.226,0.158,0.349,-0.155,-0.31,1.37,0.011,0.75,7.005,3.163,3.843,-2.488,-2.476,5.479,0.252,6.753,964
2025,5141419,Harry Dalton III,RB,USC,B1G,0.252,,0.252,-0.19,-0.314,2.266,0.379,-0.258,1.258,0,1.258,-0.379,-0.629,2.266,1.517,-0.258,594
2025,5141422,Gideon Davidson,RB,Clemson,ACC,-0.02,0.291,-0.097,-0.068,0.075,0.375,-0.186,0.544,-1.349,3.787,-5.136,-2.25,1.803,3.002,-9.505,8.155,862
2025,5141423,Jordon Davison,RB,Oregon,B1G,0.162,0.282,0.148,0.123,-0.029,0.484,0.15,0.229,15.073,2.819,12.253,5.183,-0.833,8.222,11.866,3.207,181
2025,5141426,AK Dear,RB,Alabama,SEC,-0.046,0.066,-0.12,-0.12,-0.146,0.701,-0.049,-0.037,-0.456,0.263,-0.719,-0.719,-0.438,0.701,-0.344,-0.112,780
2025,5141434,Elisha Durham,WR,Ball State,MAC,0.058,0.058,,0.213,0.331,-0.8,0.279,-0.274,0.289,0.289,0,0.426,0.663,-0.8,0.836,-0.548,1644
2025,5141445,Quanell Farrakhan Jr.,WR,Colorado,B12,-0.589,-0.816,-0.136,-0.703,-0.533,,-0.816,-0.136,-1.768,-1.632,-0.136,-0.703,-1.066,0,-1.632,-0.136,1859
2025,5141452,D'Shaun Ford,RB,UL Monroe,SBC,-0.747,,-0.747,-0.131,-1.055,,-0.423,-1.393,-2.24,0,-2.24,-0.131,-2.109,0,-0.847,-1.393,932
2025,5141461,Ryan Ghea,TE,Auburn,SEC,1.031,1.031,,,0.124,1.939,,1.031,2.062,2.062,0,0,0.124,1.939,0,2.062,500
2025,5141467,Luka Gilbert,TE,Miami,ACC,1.694,1.694,,1.694,,,1.694,,1.694,1.694,0,1.694,0,0,1.694,0,530
2025,5141471,Hardley Gilmore IV,WR,Kentucky,SEC,0.252,0.282,-0.754,0.449,0.325,0.216,0.334,0.178,8.561,9.315,-0.754,2.692,3.571,3.242,5.35,3.211,871
2025,5141473,AJ Hill,QB,Memphis,AAC,0.11,0.11,,-0.44,0.418,0.871,-0.198,0.572,2.753,2.753,0,-4.403,4.177,2.613,-2.969,5.722,446
2025,5141487,Ty Hawkins,QB,SMU,ACC,0.519,0.779,-0.001,0.286,0.441,1.372,0.431,0.959,3.112,3.114,-0.002,0.858,0.882,1.372,2.153,0.959,435
2025,5141488,Zion Johnson,RB,Cincinnati,B12,0.047,1.504,-0.147,-0.239,0.169,-0.251,0.043,0.062,0.804,3.007,-2.203,-2.154,1.016,-0.251,0.555,0.25,634
2025,5141489,Tikey Hayes,RB,Penn State,B1G,0.616,,0.616,-0.111,,0.979,0.616,,1.847,0,1.847,-0.111,0,1.958,1.847,0,562
2025,5141499,Dierre Hill Jr.,RB,Oregon,B1G,0.576,0.785,0.556,0.97,0.237,-0.399,0.771,-0.03,19.023,2.355,16.668,16.498,3.324,-0.799,19.265,-0.242,142
2025,5141505,Eugene Hilton Jr.,WR,Wisconsin,B1G,0.042,0.042,,0.076,-0.081,0.223,-0.314,0.279,0.419,0.419,0,0.153,-0.404,0.67,-1.255,1.674,1629
2025,5141506,Deuce Knight,QB,Auburn,SEC,0.85,0.445,2.875,0.095,-0.008,2.957,0.224,1.351,15.3,6.674,8.626,0.572,-0.058,14.786,1.794,13.506,317
2025,5141517,Bo Jackson,RB,Ohio State,B1G,0.148,0.833,0.059,0.06,0.162,0.902,0.077,0.449,25.652,16.658,8.994,5.778,10.857,9.016,10.842,14.81,84
2025,5141522,Iverson Howard,RB,Maryland,B1G,-0.36,-0.293,-0.366,-0.466,-0.147,,-0.366,-0.293,-4.314,-0.293,-4.021,-3.728,-0.586,0,-4.021,-0.293,1027
2025,5141524,Kaliq Lockett,WR,Texas,SEC,1.312,1.312,,-0.895,3.628,1.202,0.153,3.628,3.935,3.935,0,-0.895,3.628,1.202,0.307,3.628,1182
2025,5141525,Koby Howard,WR,Penn State,B1G,1.06,1.06,,1.415,0.61,1.797,0.978,1.197,8.48,8.48,0,4.244,2.44,1.797,4.889,3.591,878
2025,5141531,Jamar Malone,QB,Sacramento State,,-0.193,,-0.193,,-0.193,,-0.193,,-0.193,0,-0.193,0,-0.193,0,-0.193,0,538
2025,5141555,Cameron Miller,WR,Kentucky,SEC,0.383,0.383,,-0.398,-0.139,1.165,0.044,1.061,3.447,3.447,0,-0.797,-0.418,4.662,0.265,3.183,1238
2025,5141556,TJ Lateef,QB,Nebraska,B1G,-0.053,-0.071,0.019,-0.139,-0.196,0.345,-0.21,0.184,-5.479,-5.86,0.381,-3.898,-7.823,11.048,-13.02,7.541,674
2025,5141559,Chris Lawson,WR,Washington,B1G,0.702,0.702,,0.417,0.986,,0.417,0.986,4.21,4.21,0,1.25,2.959,0,1.25,2.959,1156
2025,5141560,Ousmane Kromah,RB,Florida State,ACC,0.148,0.717,0.068,0,0.248,0.731,0.115,0.384,10.802,6.45,4.353,-0.01,4.965,5.848,7.342,3.46,253
2025,5141561,Jamarion Morrow,RB,Texas A&M,SEC,-0.032,0.353,-0.136,0.058,0.106,-0.153,0.042,-0.248,-1.508,3.53,-5.038,1.512,1.483,-0.921,1.464,-2.972,880
2025,5141563,Husan Longstreet,QB,USC,B1G,0.549,,0.549,,0.549,,0.549,,1.098,0,1.098,0,1.098,0,1.098,0,498
2025,5141572,Andrew Marsh,WR,Michigan,B1G,0.738,0.702,2.664,0.514,0.907,1.22,0.64,0.97,39.852,37.188,2.664,14.396,18.135,7.321,24.331,15.521,140
2025,5141575,Daylan Mccutcheon,WR,Texas,SEC,0.139,0.139,,0.06,0.317,-0.111,-0.022,0.299,1.662,1.662,0,0.301,1.583,-0.221,-0.13,1.793,1453
2025,5141580,Adonis Moise,WR,Kansas State,B12,0.195,0.3,-0.223,-0.123,0.016,2.361,0.188,0.206,1.951,2.398,-0.447,-0.492,0.082,2.361,1.125,0.826,1423
2025,5141582,Donovan Olugbode,WR,Missouri,SEC,0.457,0.457,,0.1,0.784,0.585,0.042,0.872,18.272,18.272,0,1.305,10.977,5.263,0.831,17.441,523
2025,5141584,Naeshaun Montgomery,WR,Florida,SEC,0.147,0.147,,,,0.147,,0.147,0.147,0.147,0,0,0,0.147,0,0.147,1657
2025,5141586,Dakorien Moore,WR,Oregon,B1G,0.59,0.565,0.886,0.462,0.636,0.353,0.622,0.47,30.684,27.139,3.545,12.482,8.904,3.179,25.512,5.172,255
2025,5141593,Joshua Moore,WR,Miami,ACC,0.872,0.872,,0.349,1.023,1.803,0.128,1.616,10.463,10.463,0,1.744,5.114,3.606,0.77,9.693,782
2025,5141597,Cooper Perry,WR,Oregon,B1G,0.096,0.096,,-0.27,0.142,,0.037,0.39,0.576,0.576,0,-0.81,0.285,0,0.187,0.39,1605
2025,5141598,Daune Morris,RB,Tennessee,SEC,-0.102,-0.114,-0.102,-0.201,-0.026,0.072,0.008,-0.489,-1.844,-0.114,-1.73,-1.805,-0.183,0.145,0.113,-1.956,912
2025,5141599,Cortez Mills Jr.,WR,Nebraska,B1G,1.071,1.071,,0.16,1.561,1.42,0.64,1.933,6.424,6.424,0,0.321,4.683,1.42,2.558,3.865,999
2025,5141601,Shamarius Peterkin,WR,Virginia Tech,ACC,0.581,0.581,,-0.76,-0.479,-0.224,1.047,-0.352,3.485,3.485,0,-2.281,-0.479,-0.224,4.188,-0.703,1231
2025,5141607,Isaiah Mozee,RB,Nebraska,B1G,0.07,0.805,-0.188,-0.208,0.009,2.342,-0.101,0.475,1.878,5.633,-3.755,-2.909,0.103,4.683,-1.922,3.8,559
2025,5141613,Quincy Porter,WR,Ohio State,B1G,1.32,1.32,,0.868,,2.224,1.32,,3.959,3.959,0,1.735,0,2.224,3.959,0,1180
2025,5141656,Nate Roberts,TE,Ohio State,B1G,0.021,-0.106,0.148,-0.962,-0.106,1.259,0.021,,0.085,-0.212,0.297,-0.962,-0.212,1.259,0.085,0,656
2025,5141657,Isaiah Robinson,WR,Virginia,ACC,0.065,0.065,,-0.76,0.478,,-0.76,0.478,0.196,0.196,0,-0.76,0.955,0,-0.76,0.955,1649
2025,5141661,Kevin Sperry,QB,Florida State,ACC,0.118,0.036,0.614,-0.578,0.693,4.762,-0.578,1.046,1.657,0.428,1.229,-4.621,2.771,4.762,-4.621,6.277,477
2025,5141671,Talyn Taylor,WR,Georgia,SEC,0.308,0.308,,,0.308,,0.308,,0.925,0.925,0,0,0.925,0,0.925,0,1546
2025,5141677,Ja'Kyrian Turner,RB,Pittsburgh,ACC,0.086,-0.115,0.133,-0.019,0.194,0.222,0.108,0.01,11.99,-2.988,14.978,-1.538,7.57,2.882,11.676,0.314,234
2025,5141684,Austin Simmons,QB,Ole Miss,SEC,0.663,0.722,0.447,0.437,1.035,0.238,0.706,0.578,43.788,37.528,6.261,13.553,18.637,3.573,31.072,12.716,200
2025,5141686,James Simon,RB,Texas,SEC,-0.084,0.109,-0.109,-0.07,-0.152,0.623,-0.096,-0.021,-2.189,0.327,-2.516,-0.839,-1.972,0.623,-2.105,-0.084,930
2025,5141687,Carter Smith,QB,Wisconsin,B1G,-0.121,-0.171,-0.008,-0.478,0.025,0.211,-0.353,0.213,-10.068,-8.401,-0.275,-13.375,0.717,5.073,-17.312,7.244,694
2025,5141694,Maurice Stephens,WR,Kent State,MAC,2.842,,2.842,2.842,,,2.842,,2.842,0,2.842,2.842,0,0,2.842,0,1307
2025,5141695,Malik Washington,QB,Maryland,B1G,0.208,0.213,0.404,-0.021,0.242,0.649,-0.037,0.525,101.588,94.377,16.971,-3.885,38.916,79.184,-10.162,111.749,82
2025,5141697,Winston Watkins,WR,Ole Miss,SEC,0.671,0.807,-0.383,0.283,0.972,1.205,0.496,0.966,23.47,25.003,-1.533,5.086,8.748,9.637,10.913,12.557,395
2025,5141701,Isaiah West,RB,Ohio State,B1G,-0.036,-0.04,-0.035,-0.216,0.381,-0.858,-0.209,0.543,-1.392,-0.081,-1.311,-4.528,5.711,-2.575,-6.274,4.883,869
2025,5141711,Ryan Williams,WR,Alabama,SEC,0.617,0.63,0.176,0.697,0.603,0.852,0.757,0.39,41.925,41.573,0.352,19.506,11.466,15.337,31.782,10.143,122
2025,5141712,Bear Tenney,TE,Sacramento State,,3.131,3.131,,,,3.131,3.131,,3.131,3.131,0,0,0,3.131,3.131,0,414
2025,5141723,Dallas Wilson,WR,Florida,SEC,0.414,0.414,,-0.055,0.979,-0.436,0.387,0.527,8.691,8.691,0,-0.329,10.764,-1.743,6.583,2.109,868
2025,5141729,Michael Terry III,WR,Texas,SEC,-0.649,,-0.649,,,-0.649,-0.649,,-0.649,0,-0.649,0,0,-0.649,-0.649,0,1773
2025,5141737,Dylan Vickerson,WR,Alabama State,,1.155,1.155,,0.801,,1.509,0.801,1.509,2.31,2.31,0,0.801,0,1.509,0.801,1.509,1374
2025,5141741,Bryce Underwood,QB,Michigan,B1G,0.241,0.228,0.386,0.131,0.276,0.423,0.169,0.345,93.77,74.874,22.754,19.315,35.652,43.994,38.974,54.795,99
2025,5141744,Jack Van Dorselaer,TE,Tennessee,SEC,0.452,0.452,,,0.452,,0.28,0.624,0.904,0.904,0,0,0.904,0,0.28,0.624,591
2025,5141756,Elyiss Williams,TE,Georgia,SEC,1.022,1.022,,1.094,0.23,2.39,1.14,0.786,6.134,6.134,0,3.283,0.46,2.39,4.561,1.573,283
2025,5141763,Amaree Williams,TE,Florida State,ACC,0.073,0.073,,0.073,,,0.073,,0.146,0.146,0,0.146,0,0,0.146,0,651
2025,5141795,Braylon Isom,WR,Miami (OH),MAC,0.659,0.659,,0.934,0.049,0.551,0.721,0.572,7.907,7.907,0,5.603,0.099,2.206,5.048,2.859,909
2025,5141975,Tanook Hines,WR,USC,B1G,1.025,1.025,,0.341,0.864,1.442,0.629,1.339,44.084,44.084,0,3.405,12.962,24.506,11.954,32.13,99
2025,5142140,Khobie Martin,RB,Indiana,B1G,0.032,,0.032,-0.191,-0.153,0.739,0.032,,0.253,0,0.253,-0.763,-0.307,0.739,0.253,0,688
2025,5142146,Thomas Gotkowski,QB,Miami (OH),MAC,0.061,0.044,0.239,0.036,0.019,0.238,-0.082,0.262,6.634,3.851,4.54,1.565,0.638,6.91,-5.169,11.803,389
2025,5142226,Xavier Williams,RB,Iowa,B1G,0.153,-0.116,0.204,0.08,-0.098,0.712,0.194,0.008,7.653,-0.927,8.58,1.994,-1.464,7.123,7.564,0.089,317
2025,5142238,Tyler Mason,RB,Virginia Tech,ACC,0.93,1.464,0.396,0.93,,,0.93,,1.86,1.464,0.396,1.86,0,0,1.86,0,561
2025,5142264,Jay Lindsey,TE,Alabama,SEC,-0.77,-0.77,,-1.015,-0.526,,-0.77,,-1.541,-1.541,0,-1.015,-0.526,0,-1.541,0,756
2025,5142265,Ryan Ward,TE,West Virginia,B12,0.611,0.611,,,0.578,0.628,1.012,-0.19,1.834,1.834,0,0,0.578,1.256,2.024,-0.19,517
2025,5142591,Kaleb Edwards,TE,Alabama,SEC,0.716,0.716,,0.441,1.165,0.197,0.732,0.63,9.312,9.312,0,2.646,3.495,0.592,8.052,1.259,190
2025,5142600,Waden Charles,WR,UCF,B12,0.323,0.344,-0.581,0.206,-0.048,0.428,0.261,0.443,14.215,14.796,-0.581,3.085,-0.481,6.842,7.571,6.644,641
2025,5142704,Carson Bruhn,TE,Kansas,B12,0.175,0.175,,0.442,-0.271,,0.442,-0.271,1.396,1.396,0,2.209,-0.813,0,2.209,-0.813,553
2025,5142753,Jesse Watson,WR,Purdue,B1G,0.29,0.29,,-0.637,0.191,0.405,0.23,0.36,3.774,3.774,0,-1.274,0.956,2.026,1.612,2.162,1198
2025,5143191,Micah Ford,RB,Stanford,ACC,0.074,0.292,0.053,-0.049,0.065,0.871,0.069,0.106,11.587,4.082,7.505,-3.849,3.436,15.686,9.371,2.216,240
2025,5143595,Shaun Boykins,WR,Louisville,ACC,0.014,,0.014,0.479,-0.194,-1.526,-0.151,1.992,0.183,0,0.183,2.873,-1.164,-1.526,-1.809,1.992,1652
2025,5143596,Jackson Ford,TE,San Diego State,MWC,0.178,0.178,,0.414,0.078,0.006,0.697,-0.55,2.133,2.133,0,1.654,0.467,0.011,4.882,-2.749,493
2025,5143842,Brock Montgomery,WR,Tennessee State,,0.513,0.513,,0.005,0.543,0.79,0.112,0.678,12.313,12.313,0,0.024,5.969,6.32,0.781,11.531,705
2025,5143919,Jordan Malau'ulu,WR,Fresno State,MWC,-0.163,-0.163,,-0.02,0.176,-0.475,0.045,-0.475,-0.813,-0.813,0,-0.04,0.176,-0.95,0.136,-0.95,1792
2025,5143920,John Rogers,TE,Virginia,ACC,0.721,0.721,,0.152,0.872,0.354,0.705,0.743,6.493,6.493,0,0.606,2.616,0.354,3.523,2.971,271
2025,5144023,Jackson Voth,WR,Drake,,0.622,0.622,,0.495,0.072,1.101,0.64,0.602,31.106,31.106,0,9.412,0.796,19.823,17.27,13.836,244
2025,5144078,Ethan Grunkemeyer,QB,Penn State,B1G,0.22,0.252,-0.08,0.145,-0.012,0.577,0.087,0.474,40.427,41.869,-1.442,9.88,-0.671,29.449,10.585,29.842,212
2025,5144160,Keelan Smith,WR,Nebraska,B1G,-0.33,-0.33,,-0.33,,,-0.33,,-0.33,-0.33,0,-0.33,0,0,-0.33,0,1734
2025,5144164,Riley Wormley,RB,USC,B1G,-0.049,0.074,-0.123,-0.1,0.302,,-0.1,0.302,-0.395,0.222,-0.617,-0.697,0.302,0,-0.697,0.302,772
2025,5144313,Michael Merdinger,QB,Liberty,CUSA,0.227,0.146,0.548,0.343,0.188,0.269,0.45,0.064,13.42,6.848,6.572,4.799,3.946,6.188,11.247,2.173,332
2025,5144853,Landon Wright,WR,Washington State,PAC,0.928,0.928,,-0.511,1.615,1.43,-0.511,1.504,6.498,6.498,0,-1.023,3.23,4.29,-1.023,7.521,997
2025,5144959,Drake Lindsey,QB,Minnesota,B1G,0.196,0.204,-0.073,0.073,0.127,0.477,0.124,0.307,68.493,69.299,-0.806,11.092,13.497,42.46,26.188,42.305,149
2025,5144962,Jalen Smith,WR,Minnesota,B1G,0.575,0.575,,0.335,0.168,1.002,0.389,0.837,23.572,23.572,0,5.029,1.515,17.028,9.342,14.23,391
2025,5145207,Bryce Cain,WR,Auburn,SEC,0.244,0.244,,1.151,-0.21,,0.443,-0.153,0.732,0.732,0,1.151,-0.419,0,0.885,-0.153,1578
2025,5145396,Miles O'Neill,QB,Texas A&M,SEC,-0.327,-0.243,0.374,-0.306,-0.269,-0.546,-0.306,-0.361,-2.612,-1.215,0.748,-1.529,-0.537,-0.546,-1.529,-1.083,628
2025,5145453,Jeremiah Melvin,WR,Wake Forest,ACC,-0.331,-0.331,,-0.877,0.214,,-0.877,0.214,-0.663,-0.663,0,-0.877,0.214,0,-0.877,0.214,1774
2025,5145737,Matthew Fuller,RB,South Carolina,SEC,-0.237,-0.065,-0.257,-0.288,-0.21,0.23,-0.225,-0.323,-16.622,-0.455,-16.167,-9.785,-4.208,2.525,-13.713,-2.909,1161
2025,5145738,Aaron Crossley,RB,Lehigh,,-0.299,1.017,-0.409,0.019,-0.372,-0.098,-0.309,-0.177,-7.777,2.035,-9.812,0.209,-3.349,-0.489,-7.424,-0.354,1112
2025,5145788,Gael Ochoa,QB,UNLV,MWC,-1.34,,-1.34,-1.34,,,-1.34,,-1.34,0,-1.34,-1.34,0,0,-1.34,0,593
2025,5145789,Cole Geer,QB,Virginia,ACC,-0.957,,-0.957,-0.957,,,-0.957,,-0.957,0,-0.957,-0.957,0,0,-0.957,0,578
2025,5146163,Rahji Dennis,WR,Louisiana,SBC,0.313,0.313,,-0.294,0.293,0.952,-0.009,2.249,2.193,2.193,0,-0.588,0.879,1.903,-0.056,2.249,1389
2025,5146273,DJ Murray Jr.,RB,Georgia State,SBC,0.39,0.713,-0.07,0.089,0.347,0.918,0.163,0.808,6.635,7.125,-0.491,0.536,2.428,3.671,1.789,4.846,346
2025,5146274,Dashun Reeder,RB,Northwestern,B1G,0.414,,0.414,0.516,-0.246,0.517,0.469,-0.354,6.216,0,6.216,6.191,-0.492,0.517,6.57,-0.354,360
2025,5146355,AJ Hairston,QB,Massachusetts,MAC,-0.033,-0.061,0.167,-0.311,0.034,0.427,-0.237,0.145,-4.908,-8.074,3.166,-14.914,1.656,19.642,-16.624,11.716,667
2025,5146576,Joshua Porter,WR,South Florida,AAC,0.591,0.591,,0.184,1.608,,0.591,,4.134,4.134,0,0.918,3.215,0,4.134,0,1164
2025,5146661,Daniel Beale,QB,Louisiana,SBC,0.033,-0.004,0.674,-0.173,-0.017,0.408,-0.09,0.19,3.003,-0.366,3.368,-5.71,-0.473,11.419,-4.606,7.609,438
2025,5146667,Khristian Martin,QB,Maryland,B1G,1.111,1.111,,2.788,,-0.566,1.111,,2.222,2.222,0,2.788,0,-0.566,2.222,0,461
2025,5146670,Alessio Milivojevic,QB,Michigan State,B1G,0.08,0.1,-0.093,0.018,0.253,0.039,-0.061,0.333,13.842,15.867,-1.206,1.154,14.914,1.671,-6.825,20.667,327
2025,5146672,Jake Schakel,QB,Eastern Washington,,0.126,0.171,0.036,-0.262,-0.074,0.968,-0.129,0.51,20.562,25.956,0.327,-15.211,-4.316,38.723,-12.617,33.18,285
2025,5146689,Brock Townsend,RB,Central Michigan,MAC,0.154,0.55,0.077,-0.039,0.359,0.297,0.073,0.377,10.448,6.048,4.401,-1.297,7.888,3.857,3.658,6.79,256
2025,5146708,Sean Patrick,RB,Akron,MAC,-0.072,0.656,-0.231,-0.178,0.041,0.48,-0.165,0.251,-4.827,7.872,-12.699,-6.226,0.974,3.357,-8.598,3.771,1048
2025,5146712,Dylan Riley,RB,Boise State,MWC,0.116,0.244,0.101,0.084,0.051,0.605,0.148,-0.014,20.098,4.392,15.706,7.933,3.336,7.265,20.589,-0.49,134
2025,5146713,Locklan Hewlett,QB,South Florida,AAC,-0.047,0.14,-0.196,-0.49,-0.738,-0.039,-0.535,0.51,-0.709,1.823,-0.196,-2.94,-3.689,-0.116,-4.277,3.568,568
2025,5146719,CJ Brown,WR,Arkansas,SEC,0.242,0.242,,0.251,-0.015,0.67,0.221,0.285,10.179,10.179,0,5.025,-0.208,5.362,6.193,3.986,795
2025,5146720,Will Cianfrini,WR,San Diego State,MWC,0.22,0.22,,-0.272,0.305,-0.796,-0.099,0.432,2.197,2.197,0,-0.817,1.22,-1.591,-0.395,2.592,1388
