Season,Id,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,Ranking
2025,550577,Jordan Brown,WR,Fresno State,MWC,0.857,0.857,,0.829,0.183,1.397,0.521,1.193,10.28,10.28,0,4.143,0.548,5.588,3.123,7.156,791
2025,3116099,Monte Harrison,WR,Arkansas,SEC,0.67,0.67,,0.67,,,0.67,,0.67,0.67,0,0.67,0,0,0.67,0,1588
2025,3149911,Jordan Jackson,WR,Arkansas-Pine Bluff,,0.686,0.686,,0.717,0.329,0.881,0.717,0.669,13.719,13.719,0,5.022,1.646,7.051,5.022,8.697,656
2025,3949586,Jake Taylor,TE,Duke,ACC,0.093,0.093,,-0.837,-0.374,1.257,0.093,,0.467,0.467,0,-1.673,-0.374,2.514,0.467,0,627
2025,4241676,Kordell Rodgers,TE,Texas Southern,,0.507,0.507,,0.65,0.26,0.557,0.657,0.344,11.672,11.672,0,4.548,1.558,5.566,7.888,3.783,148
2025,4244849,Marcel Williams,WR,Akron,MAC,0.622,0.622,,0.476,0.506,1.116,0.395,1.161,33.58,33.58,0,12.379,9.106,10.042,15.01,18.57,204
2025,4258419,Hunter Smith,RB,Temple,AAC,0.012,0.434,-0.048,-0.092,-0.004,-0.077,-0.035,0.216,0.389,1.737,-1.348,-1.663,-0.04,-0.155,-0.908,1.297,670
2025,4362188,Sterling Galban,WR,East Tennessee State,,0.102,0.102,,0.18,0.156,-0.372,0.278,-0.19,0.819,0.819,0,0.721,0.469,-0.372,1.39,-0.571,1565
2025,4362263,Jalynn Williams,RB,Pittsburgh,ACC,0.181,,0.181,1.257,-0.239,-0.475,0.181,,0.543,0,0.543,1.257,-0.239,-0.475,0.543,0,656
2025,4379471,Tyler Brown,WR,Clemson,ACC,0.363,0.278,0.874,0.484,0.055,0.389,0.406,0.28,12.7,8.33,4.37,7.264,0.383,5.053,9.339,3.361,690
2025,4426460,Jackson Lowe,TE,Incarnate Word,,0.45,0.45,,0.094,0.312,1.192,0.383,0.518,3.603,3.603,0,0.281,0.937,2.384,1.532,2.071,389
2025,4426688,Kaiden Bennett,QB,Delaware State,,0.205,0.106,0.438,-0.081,0.376,0.34,0.022,0.45,55.687,19.533,37.263,-8.227,35.378,23.121,3.507,52.18,172
2025,4426840,Shadrick Byrd,RB,Prairie View A&M,,0.106,0.612,-0.121,-0.167,0.538,0.573,-0.169,0.97,3.08,5.509,-2.429,-3.01,3.227,2.863,-3.708,6.788,482
2025,4426847,Zach Calzada,QB,Kentucky,SEC,-0.114,-0.206,0.36,-0.07,-0.338,0.103,0.091,-0.345,-7.77,-11.726,3.956,-1.326,-8.438,2.266,3.265,-11.035,688
2025,4426910,Kenan Christon,RB,Jackson State,,-0.167,,-0.167,-0.167,-0.167,,-0.167,,-0.335,0,-0.335,-0.167,-0.167,0,-0.335,0,760
2025,4426998,Javien Cuff,WR,UT Rio Grande Valley,,-0.197,-0.197,,0.541,-1.202,2.616,0.123,-0.625,-1.38,-1.38,0,1.623,-2.404,2.616,0.494,-1.874,1839
2025,4427191,Dequan Finn,QB,Miami (OH),MAC,0.297,0.289,0.364,0.133,0.403,0.309,0.181,0.503,65.936,45.068,23.682,12.361,28.21,16.988,25.687,40.249,154
2025,4427313,Ta'Quan Roberson,QB,Buffalo,MAC,0.2,0.201,0.262,0.017,0.178,0.431,0.08,0.372,78.227,67.99,13.867,2.811,20.868,41.424,18.636,59.591,128
2025,4427455,Cade McNamara,QB,East Tennessee State,,0.162,0.129,0.475,0.017,0.203,0.3,0.107,0.255,31.664,22.631,9.033,1.399,12.984,14.078,13.015,18.65,243
2025,4427611,Garrison Johnson,RB,The Citadel,,0.096,-0.256,0.111,0.161,0.046,0.343,0.066,0.238,7.115,-0.767,7.881,5.486,1.475,2.4,4.019,3.096,332
2025,4427622,Marqui Johnson,RB,Bethune-Cookman,,0.01,-0.084,0.055,0.194,-0.141,-0.12,0.054,-0.093,0.38,-1.003,1.382,3.103,-1.407,-1.316,1.403,-1.023,672
2025,4427630,Oscar Adaway III,RB,South Carolina,SEC,-0.003,0.461,-0.128,-0.203,0.145,0.006,-0.083,0.126,-0.144,4.609,-4.754,-3.249,3.041,0.064,-2.411,2.267,728
2025,4427647,Jermaine Johnson Jr.,WR,Duquesne,,0.171,0.207,-0.773,0.04,1.028,0.057,-0.011,0.398,4.608,5.381,-0.773,0.475,6.167,0.401,-0.167,4.775,1134
2025,4427916,Tony Mathis,RB,Marshall,SBC,-0.447,,-0.447,-0.587,-0.377,,-0.587,-0.377,-1.342,0,-1.342,-0.587,-0.754,0,-0.587,-0.754,861
2025,4427966,Maverick McIvor,QB,Western Kentucky,CUSA,0.267,0.255,0.396,0.261,0.106,0.578,0.216,0.341,76.599,66.707,9.893,28.144,9.356,49.154,36.993,39.607,130
2025,4427971,Dontae McMillan,RB,Eastern Michigan,MAC,0.219,0.61,0.134,0.091,0.18,0.831,0.151,0.495,41.844,20.742,21.102,9.65,10.955,19.119,23.044,18.8,25
2025,4427983,Dawaiian McNeely,RB,Valparaiso,,-0.135,0.938,-0.192,-0.123,-0.106,-0.503,-0.131,-0.146,-5.419,1.876,-7.295,-2.716,-1.697,-1.006,-3.664,-1.755,1059
2025,4428167,Justin Olson,WR,Charlotte,AAC,1.964,1.964,,,1.964,,3.319,0.609,3.929,3.929,0,0,3.929,0,3.319,0.609,1185
2025,4428167,Justin Olson,WR,Charlotte,,1.964,1.964,,,1.964,,3.319,0.609,3.929,3.929,0,0,3.929,0,3.319,0.609,1185
2025,4428216,Alec Pell,TE,Austin Peay,,1.135,1.135,,0.937,1.332,,0.655,2.575,4.539,4.539,0,1.875,2.665,0,1.964,2.575,344
2025,4428272,Juwuan Price,RB,Massachusetts,MAC,-0.006,-0.618,0.155,-0.413,0.041,0.281,0.037,-0.17,-0.153,-3.09,2.937,-4.546,0.082,2.811,0.697,-0.851,730
2025,4428451,Brett Seither,TE,Georgia Tech,ACC,0.817,0.817,,0.672,0.169,1.972,0.755,0.916,10.621,10.621,0,4.029,0.675,5.917,6.039,4.581,172
2025,4428475,La'Vontae Shenault,WR,Northeastern State,,0.278,0.278,,0.304,,0.265,0.304,0.265,0.833,0.833,0,0.304,0,0.529,0.304,0.529,1564
2025,4428993,Haynes King,QB,Georgia Tech,ACC,0.321,0.354,0.323,0.16,0.308,0.648,0.256,0.463,157.981,116.264,52.037,31.77,51.499,75.136,86.644,71.336,23
2025,4428994,Arik Gilbert,TE,Savannah St,,0.518,0.518,,-0.734,4.213,-0.702,-0.734,0.936,2.074,2.074,0,-0.734,4.213,-1.405,-0.734,2.808,498
2025,4429066,Jeff Sims,QB,Arizona State,B12,0.091,0.134,0.099,-0.218,0.081,0.625,-0.163,0.401,21.758,21.128,7.724,-18.276,6.845,38.103,-21.573,43.331,277
2025,4429069,J.J. Evans,WR,Norfolk State,,0.614,0.614,,0.499,0.661,1.508,0.527,0.841,26.42,26.42,0,12.471,7.934,7.539,16.334,10.087,338
2025,4429077,Keyvone Lee,RB,UNLV,MWC,0.158,0.331,0.118,-0.002,0.09,0.448,0.135,0.233,17.429,6.952,10.477,-0.106,3.142,12.556,11.374,6.055,154
2025,4429079,Luke Doty,WR,South Carolina,SEC,0.023,-0.003,0.081,-0.264,-0.104,0.766,-0.404,0.414,0.527,-0.041,0.568,-2.378,-0.725,4.599,-4.443,4.969,1614
2025,4429088,Drew Pyne,QB,Bowling Green,MAC,0.014,-0.046,0.726,-0.471,-0.034,0.487,-0.196,0.245,2.546,-7.624,10.17,-25.431,-2.097,28.237,-18.252,20.798,453
2025,4429093,Quincy Brown,WR,Florida Atlantic,AAC,0.133,0.133,,0.133,,,0.133,,0.133,0.133,0,0.133,0,0,0.133,0,1663
2025,4429103,Javian Hester,WR,Kentucky,SEC,0.744,0.744,,0.322,,1.59,0.322,1.59,2.233,2.233,0,0.643,0,1.59,0.643,1.59,1380
2025,4429107,Dazalin Worsham,WR,UT Martin,,0.508,0.508,,1.373,1.529,-0.219,0.283,0.676,3.555,3.555,0,1.373,3.058,-0.876,0.85,2.705,1219
2025,4429125,Gary Bryant Jr.,WR,Oregon,B1G,0.414,0.414,,0.551,1.421,0.529,0.224,0.73,9.938,9.938,0,3.859,5.685,5.814,3.367,6.571,809
2025,4429149,Brendon Lewis,QB,Memphis,AAC,0.254,0.169,0.53,0.087,0.261,0.537,0.195,0.351,110.69,55.063,56.668,14.81,43.001,47.248,52.375,58.315,72
2025,4429173,Bryce Farrell,WR,Stanford,ACC,0.608,0.699,0.024,0.545,0.217,1.544,0.833,0.238,22.486,22.364,0.122,9.814,2.392,10.81,19.152,3.334,413
2025,4429179,Aidan Bouman,QB,South Dakota,,0.328,0.345,-0.425,0.184,0.37,0.644,0.214,0.492,86.839,89.389,-2.55,17.642,37.036,41.248,33.668,53.171,115
2025,4429186,Sam Adams II,RB,Sacramento State,,0.372,1.473,0.071,0.151,0.017,0.855,0.313,0.489,15.615,13.259,2.357,2.42,0.243,7.699,8.772,6.843,175
2025,4429191,Deuce Hogan,QB,Nicholls,,0.007,-0.014,0.207,0,0.013,0.008,-0.052,0.08,1.401,-2.537,3.938,0.029,0.749,0.556,-5.915,7.316,486
2025,4429212,Rashad Amos,RB,Georgia State,SBC,0.134,0.188,0.121,-0.117,0.425,0.424,0.027,0.56,9.352,2.445,6.907,-4.451,9.353,3.813,1.517,7.835,275
2025,4429255,Marquez Bell,WR,Florida A&M,,1.376,1.376,,1.376,,,1.376,,1.376,1.376,0,1.376,0,0,1.376,0,1490
2025,4429445,Logan Compton,TE,Incarnate Word,,0.362,0.362,,0.518,,-0.264,0.518,-0.264,1.809,1.809,0,2.074,0,-0.264,2.074,-0.264,519
2025,4429463,Jacolby Criswell,QB,East Tennessee State,,0.301,0.281,0.474,0.289,0.409,0.17,0.327,0.257,52.905,37.66,19.421,21.107,22.886,6.99,35.951,16.954,180
2025,4429552,Eamonn Dennis,WR,Ohio,MAC,-0.428,-0.428,,-0.428,,,-0.428,,-0.428,-0.428,0,-0.428,0,0,-0.428,0,1746
2025,4429582,Joe Fagnano,QB,UConn,Ind,0.476,0.476,0.474,0.237,0.531,0.695,0.367,0.649,183.301,168.141,15.16,37.418,61.069,70.245,86.63,96.67,5
2025,4429800,Ger-Cari Caldwell,WR,Memphis,AAC,0.332,0.332,,,1.511,-0.846,-0.846,1.511,0.664,0.664,0,0,1.511,-0.846,-0.846,1.511,1589
2025,4429801,Tucker Gleason,QB,Toledo,MAC,0.318,0.349,0.33,0.223,0.355,0.565,0.213,0.476,92.756,91.877,8.923,26.338,30.878,44.627,37.495,55.261,103
2025,4429804,Jimmy Calloway,WR,Tulane,AAC,0.364,0.751,-0.605,-0.175,-0.518,0.853,0.174,0.617,2.547,3.757,-1.211,-0.349,-0.518,3.414,0.695,1.852,1342
2025,4429922,Jaedon Henry,RB,SE Louisiana,,0.156,0.579,0.102,0.108,-0.183,1.302,0.149,0.184,15.013,6.367,8.646,6.044,-4.755,15.625,11.337,3.676,183
2025,4429967,Kris Hutson,WR,Arizona,B12,0.589,0.601,0.04,0.39,0.618,0.883,0.52,0.692,52.99,52.91,0.08,14.031,18.553,17.656,28.066,24.924,55
2025,4429971,Ryan Ingram,RB,Chattanooga,,-0.001,-0.546,0.025,-0.074,0.02,-0.08,0.04,-0.18,-0.149,-2.732,2.583,-4.599,0.512,-1.277,3.454,-3.603,729
2025,4430105,Fabian Mccray,WR,Southern Illinois,,0.342,0.342,,0.04,0.335,1.035,0.256,0.491,20.549,20.549,0,1.09,7.035,12.423,9.747,10.802,466
2025,4430138,Tysen Kershaw,WR,Northern Iowa,,0.454,0.454,,0.84,0.027,0.674,0.52,0.379,21.344,21.344,0,13.435,0.294,12.139,13.012,8.331,446
2025,4430183,Logan Kyle,TE,James Madison,SBC,0.39,0.39,,0.387,-0.058,1.075,0.33,0.554,5.845,5.845,0,3.869,-0.174,2.149,3.63,2.215,296
2025,4430185,Caullin Lacy,WR,Louisville,ACC,0.163,0.232,-0.196,-0.141,0.429,0.502,-0.064,0.564,13.98,16.717,-2.737,-6.068,9.007,11.042,-3.515,17.495,649
2025,4430235,Chris Long,WR,Montana State,,0.564,0.616,-0.889,0.805,0.664,0.124,0.772,0.27,16.366,17.255,-0.889,11.263,3.984,1.119,13.129,3.237,573
2025,4430270,Jay Maclin,WR,Kentucky,SEC,0.828,0.828,,0.871,0.49,1.186,0.832,0.819,12.418,12.418,0,5.225,2.45,4.743,8.324,4.094,702
2025,4430565,Will Nixon,RB,Syracuse,ACC,0.039,0.276,-0.038,-0.144,0.232,0.267,0.015,0.135,4.281,7.444,-3.163,-8.493,7.435,5.339,1.321,2.959,431
2025,4430654,Rico Powers Jr.,WR,UL Monroe,SBC,0.607,0.607,,-0.497,0.764,0.849,0.209,0.806,5.465,5.465,0,-0.995,2.291,2.547,0.627,4.838,1072
2025,4430666,Ikaika Ragsdale,RB,Stony Brook,,-0.075,0.116,-0.146,-0.153,-0.131,-0.127,-0.035,-0.328,-4.424,1.853,-6.277,-5.05,-2.089,-1.02,-1.799,-2.625,1033
2025,4430689,Dominic Richardson,RB,Tulsa,AAC,0.098,0.065,0.103,0.005,-0.058,0.431,0.108,0.067,20.847,1.746,19.101,0.536,-3.366,15.069,17.561,3.287,127
2025,4430712,Jordan Simmons,RB,Georgia State,SBC,0.115,0.262,0.056,0.127,0.177,0.021,0.114,0.119,12.399,8.124,4.275,6.966,7.414,0.185,9.78,2.619,228
2025,4430747,Reese Smith,WR,Liberty,CUSA,0.525,0.525,,0.31,0.553,1.028,0.436,0.654,14.175,14.175,0,2.789,2.767,12.338,6.982,7.193,643
2025,4430798,Kyler Pearson,WR,East Carolina,AAC,4.458,,4.458,,,,4.458,,4.458,0,4.458,0,0,0,4.458,0,1144
2025,4430825,E.J. Smith,RB,Texas A&M,SEC,0.105,0.166,0.096,-0.105,0.485,0.042,0.125,0.025,4.188,0.83,3.358,-1.892,3.878,0.547,3.989,0.199,438
2025,4430827,Troy Omeire,WR,UNLV,MWC,0.921,0.921,,0.808,0.779,1.138,0.969,0.83,32.246,32.246,0,12.119,9.346,7.969,22.288,9.957,221
2025,4430836,Chubba Purdy,QB,Nevada,MWC,0.044,-0.166,0.275,0.132,0.06,0.068,0.046,0.041,6.808,-13.291,20.099,8.294,2.99,2.452,4.54,2.268,387
2025,4430841,Carson Beck,QB,Miami,ACC,0.306,0.351,0.048,0.148,0.273,0.545,0.231,0.421,139.174,144.934,1.871,25.047,44.025,65.402,63.393,75.781,38
2025,4430843,Jalen Berger,RB,UCLA,B1G,0.161,0.411,0.126,0.002,0.186,0.264,0.051,0.682,12.899,4.114,8.786,0.065,4.467,2.374,3.357,9.542,213
2025,4430845,Darvon Hubbard,RB,Northern Arizona,,-0.059,-0.025,-0.069,-0.148,-0.121,0.172,-0.092,0.013,-2.665,-0.246,-2.419,-2.807,-2.055,1.205,-2.854,0.189,955
2025,4430846,Porter Rooks,WR,Eastern Michigan,MAC,0.137,0.137,,-0.332,0.237,0.118,-0.266,0.728,5.052,5.052,0,-3.318,3.554,1.294,-5.862,10.914,1103
2025,4430847,Chris Street,RB,Utah Tech,,0.072,0.145,0.053,-0.131,-0.215,0.77,0.116,-0.075,4.407,1.885,2.521,-2.363,-5.581,10.787,5.46,-1.053,424
2025,4430893,DeaMonte Trayanum,RB,Toledo,MAC,0.157,0.363,0.119,0.041,0.068,0.836,0.124,0.267,31.786,11.62,20.166,4.177,4.675,24.23,19.245,12.541,52
2025,4430894,Caziah Holmes,RB,Florida State,ACC,0.128,,0.128,0.052,-0.105,2.454,0.174,-0.02,2.184,0,2.184,0.465,-0.735,2.454,2.264,-0.08,535
2025,4430903,Dakota Thomas,WR,Nevada,MWC,0.583,0.583,,0.662,0.441,0.959,0.803,0.283,15.155,15.155,0,4.637,5.289,5.754,12.04,3.116,612
2025,4430905,Jadon Thompson,WR,Memphis,AAC,0.387,0.387,,0.214,1.309,-0.251,0.214,0.789,3.867,3.867,0,1.5,2.617,-0.251,1.5,2.367,1192
2025,4430912,Malakai Anthony,QB,Bowie State,,-0.017,-0.136,0.819,-0.467,0.937,-0.668,-0.354,0.224,-0.403,-2.86,2.457,-3.734,8.437,-3.338,-3.538,3.134,553
2025,4430954,Lukas Ungar,TE,New Mexico State,CUSA,-0.237,-0.237,,-0.281,-1.067,0.084,-0.26,-0.098,-1.657,-1.657,0,-0.842,-1.067,0.252,-1.559,-0.098,761
2025,4430992,Kentrel Bullock,RB,South Alabama,SBC,0.058,-0.158,0.077,0.129,-0.154,0.342,0.118,-0.133,11.512,-2.533,14.044,11.571,-10.63,11.98,17.874,-6.362,241
2025,4430995,Kolbe Burrell,RB,Northwestern State,,-0.067,0.226,-0.118,-0.281,-0.082,0.508,-0.095,-0.004,-4.079,2.033,-6.112,-7.861,-1.809,5.591,-4.009,-0.07,1021
2025,4431001,Elijah Canion,WR,Liberty,CUSA,0.626,0.626,,0.332,0.661,0.866,-0.195,1.72,4.38,4.38,0,0.664,1.983,1.732,-0.779,5.159,1150
2025,4431002,Latrell Caples,WR,Boise State,MWC,0.387,0.414,-1.396,-0.237,0.466,0.994,0.089,0.694,26.731,28.127,-1.396,-5.453,8.861,24.841,3.131,23.6,332
2025,4431009,Hunter Welcing,TE,Northwestern,B1G,0.515,0.515,,0.149,0.501,0.861,0.545,0.424,16.475,16.475,0,1.932,4.007,6.888,13.083,3.391,93
2025,4431018,Michael Chandler II,QB,Campbell,,0.058,0.184,-0.129,-0.044,-0.105,0.667,-0.133,0.444,8.031,15.238,-7.207,-2.494,-5.466,19.33,-12.384,20.415,366
2025,4431046,EJ Core,TE,Delaware State,,0.059,0.207,-0.529,-0.102,0.706,,-0.102,0.706,0.594,1.652,-1.058,-0.817,1.411,0,-0.817,1.411,614
2025,4431051,Izayah Cummings,TE,App State,SBC,0.629,0.629,,0.259,0.667,1.187,0.424,1.038,24.516,24.516,0,4.151,10.003,8.306,11.022,13.494,36
2025,4431066,Harlan Dixon,RB,Incarnate Word,,0.047,0.506,0.001,-0.146,0.455,0.329,-0.009,0.424,2.556,2.531,0.026,-3.799,7.284,2.964,-0.409,2.965,513
2025,4431074,Jevyon Ducker,RB,Temple,AAC,0.08,-0.147,0.135,0.056,0.015,0.127,0.128,-0.096,12.907,-4.702,17.609,4.989,0.834,2.153,16.274,-3.367,211
2025,4431081,Sage Ennis,TE,Virginia,ACC,0.311,0.311,,-0.02,0.67,1.819,0.082,0.826,8.088,8.088,0,-0.243,6.705,5.458,1.479,6.609,219
2025,4431083,Darryle Evans,RB,Houston Christian,,-0.017,0.662,-0.067,-0.323,0.145,0.775,-0.156,0.434,-1.193,3.312,-4.506,-13.251,2.752,9.306,-8.567,7.374,847
2025,4431091,Ben Finley,QB,Akron,MAC,0.141,0.107,0.588,-0.026,0.182,0.333,0.067,0.231,51.448,35.595,18.819,-3.635,22.038,30.928,13.338,38.111,185
2025,4431094,Christian Fitzpatrick,WR,Oklahoma State,B12,0.506,0.506,,-0.175,-0.094,1.164,-0.152,1.164,7.086,7.086,0,-0.877,-0.187,8.151,-1.065,8.151,957
2025,4431114,Ben Gulbranson,QB,Stanford,ACC,0.257,0.28,0.134,0.218,0.134,0.412,0.312,0.196,57.842,60.422,0.935,18.566,9.525,27.207,36.867,20.975,169
2025,4431152,Jackson Acker,TE,Wisconsin,B1G,0.45,0.75,0.289,0.124,0.101,0.521,0.398,0.921,9.005,5.249,3.756,1.238,0.201,3.646,7.162,1.843,201
2025,4431197,Romello Brinson,WR,SMU,ACC,0.424,0.433,-0.129,0.822,-0.003,0.187,0.454,0.357,24.573,24.702,-0.129,22.191,-0.049,2.431,18.14,6.433,379
2025,4431209,Dacari Collins,WR,Louisville,ACC,0.443,0.443,,0.73,0.01,0.624,0.717,0.196,8.408,8.408,0,5.842,0.069,2.497,6.452,1.956,882
2025,4431213,Deion Colzie,WR,Miami (OH),MAC,0.465,0.465,,0.262,0.491,0.632,0.314,0.595,12.097,12.097,0,2.093,3.93,5.692,3.766,8.331,716
2025,4431234,Logan Loya,WR,Minnesota,B1G,0.227,0.227,,0.173,-0.762,0.687,0.157,0.385,2.952,2.952,0,1.038,-1.524,3.437,1.411,1.54,1297
2025,4431236,Qian Magwood,WR,Ball State,MAC,0.703,0.849,-0.392,-0.547,0.479,1.291,0.402,1.085,23.917,25.484,-1.567,-3.832,6.231,15.497,7.647,16.27,387
2025,4431237,Steven Mahar Jr.,TE,UAlbany,,0.872,0.872,,0.309,1.804,0.968,1.289,-0.797,4.359,4.359,0,0.618,1.804,1.937,5.156,-0.797,351
2025,4431273,Jalil Farooq,WR,Maryland,B1G,0.426,0.44,-0.089,0.437,0.289,0.604,0.43,0.421,32.406,32.584,-0.178,13.124,7.814,11.467,18.928,13.478,218
2025,4431277,Koy Moore,WR,UNLV,MWC,0.75,0.897,-1.162,0.215,0.849,1.89,0.377,1.248,10.504,11.666,-1.162,1.076,4.246,3.78,3.018,7.486,780
2025,4431281,Christian Moore,TE,Purdue,B1G,-1.39,-0.551,-3.905,,-0.498,-0.658,-1.39,,-5.559,-1.654,-3.905,0,-0.996,-0.658,-5.559,0,785
2025,4431286,Armoni Goodwin,RB,UT Martin,,-0.415,0.079,-0.909,-0.333,0.122,,-0.507,-0.2,-4.151,0.395,-4.546,-1.664,0.488,0,-3.552,-0.599,1022
2025,4431302,Ricky Ortega,WR,Central Connecticut,,-0.019,0.128,-2.738,-0.539,0.024,0.168,-0.401,0.344,-0.749,4.727,-5.476,-5.394,0.487,1.341,-7.622,6.873,1782
2025,4431303,Jake Overman,TE,Pittsburgh,ACC,0.145,0.145,,0.995,-0.132,0.135,0.31,0.027,1.739,1.739,0,1.99,-0.792,0.54,1.551,0.187,523
2025,4431304,Kejon Owens,RB,Florida International,CUSA,0.086,-0.193,0.117,-0.096,0.161,0.606,0.027,0.299,17.095,-3.859,20.954,-9.416,10.629,19.399,4.251,12.844,155
2025,4431325,Taylen Green,QB,Arkansas,SEC,0.415,0.344,0.68,0.167,0.524,0.665,0.259,0.658,163.389,101.732,65.916,27.541,72.262,55.223,62.08,101.309,20
2025,4431328,Rodney Hammond Jr.,RB,Sacramento State,,0.346,0.805,0.308,0.251,0.122,0.579,0.392,0.207,59.506,10.462,49.044,20.046,5.992,19.122,50.611,8.895,7
2025,4431334,Chris Hilton Jr.,WR,LSU,SEC,-0.219,-0.219,,0.15,1.886,-0.116,-0.661,0.885,-1.533,-1.533,0,0.6,1.886,-0.116,-3.304,1.77,1847
2025,4431375,Ken Seals,QB,TCU,B12,0.211,0.252,-0.091,-0.378,0.053,1.263,-0.305,0.815,10.528,11.102,-0.454,-7.944,0.79,17.681,-8.224,18.752,349
2025,4431387,Evan Simon,QB,Temple,AAC,0.267,0.293,0.135,0.115,0.308,0.412,0.203,0.356,80.552,73.811,6.63,13.001,28.674,37.077,35.685,44.867,121
2025,4431416,Kiael Kelly,QB,Ball State,MAC,0.041,-0.068,0.26,-0.117,-0.006,0.241,-0.003,0.099,15.977,-17.547,33.524,-15.699,-0.687,29.209,-0.7,16.677,313
2025,4431417,Quinton Stewart,TE,Oklahoma State,B12,0.632,0.632,,-0.456,1.176,,-0.456,1.176,1.895,1.895,0,-0.456,2.351,0,-0.456,2.351,511
2025,4431432,Kenny Tracy,RB,Miami (OH),MAC,0.135,0.771,-0.041,0.036,0.143,0.455,0.054,0.495,8.106,10.025,-1.919,1.183,3.15,1.819,2.661,5.445,310
2025,4431461,Chamon Metayer,TE,Arizona State,B12,0.255,0.283,-0.844,0.555,0.065,0.715,0.026,0.483,10.183,11.027,-0.844,6.663,1.165,6.438,0.53,9.653,179
2025,4431465,Behren Morton,QB,Texas Tech,B12,0.273,0.316,-0.206,0.043,0.176,0.752,0.095,0.5,93.746,101.851,-4.115,5.76,18.462,69.952,18.26,75.486,100
2025,4431468,Jordan Mosley,WR,Mississippi State,SEC,0.847,0.847,,0.538,1.069,,0.003,2.537,10.169,10.169,0,2.688,7.481,0,0.021,10.148,796
2025,4431485,Leshon Williams,RB,Kansas,B12,0.221,0.746,0.18,0.221,-0.017,0.181,0.251,0.059,21.456,5.222,16.235,12.585,-0.435,1.987,20.568,0.889,120
2025,4431497,Mavin Anderson,WR,Texas State,SBC,0.939,0.939,,0.09,1.357,2.647,0.138,1.473,9.386,9.386,0,0.179,8.141,2.647,0.55,8.836,834
2025,4431498,Jayden Ballard,WR,Wisconsin,B1G,0.795,0.795,,1.901,0.724,-0.688,1.567,-0.364,7.946,7.946,0,5.702,3.62,-1.376,9.404,-1.458,904
2025,4431499,Sieh Bangura,RB,Ohio,MAC,0.133,-0.231,0.157,-0.055,0.307,0.588,0.08,0.328,30.353,-3.234,33.586,-6.709,24.253,14.704,14.278,16.074,57
2025,4431501,James BlackStrain,WR,Missouri State,CUSA,0.319,0.319,,0.309,0.243,0.735,0.352,0.276,8.943,8.943,0,3.088,3.65,2.205,5.63,3.313,858
2025,4431505,Kobe Paysour,WR,North Carolina,ACC,0.423,0.423,,0.222,0.204,0.862,0.214,0.726,18.62,18.62,0,3.33,2.851,12.071,5.552,13.068,515
2025,4431513,Tyler Buchner,WR,Notre Dame,Ind,2.058,,2.058,,,,2.058,,2.058,0,2.058,0,0,0,2.058,0,1408
2025,4431514,Daejon Reynolds,WR,UNLV,MWC,0.823,0.823,,0.491,0.915,1.114,0.577,1.034,32.097,32.097,0,6.878,10.981,12.25,10.382,21.715,225
2025,4431516,Brandon Buckhaulter,WR,UL Monroe,SBC,0.935,1.266,0.107,-0.099,1.008,1.126,0.459,2.124,6.544,6.33,0.215,-0.297,2.015,1.126,2.297,4.247,993
2025,4431525,Dekel Crowdus,WR,Wisconsin,B1G,0.539,-0.811,1.214,1.214,-0.811,,0.539,,1.618,-0.811,2.429,2.429,-0.811,0,1.618,0,1459
2025,4431560,Antwain Littleton II,RB,Rhode Island,,-0.015,0.204,-0.056,0.062,-0.026,-0.036,0.004,-0.175,-2.413,5.105,-7.518,6.469,-1.101,-0.391,0.562,-2.974,942
2025,4431574,Eli Stowers,TE,Vanderbilt,SEC,0.636,0.661,-1.191,0.112,0.7,1.214,0.401,0.936,46.392,47.582,-1.191,3.138,17.512,19.431,16.446,29.946,2
2025,4431580,Miller Moss,QB,Louisville,ACC,0.143,0.109,0.638,0.083,0.07,0.241,0.132,0.162,55.185,38.946,15.944,12.875,8.381,24.781,31.302,23.883,175
2025,4431600,Jayden Thomas,WR,Virginia,ACC,-1.279,-1.279,,,-0.028,-0.919,-1.905,-0.028,-3.838,-3.838,0,0,-0.028,-0.919,-3.81,-0.028,1909
2025,4431609,Jarris Williams,RB,Troy,SBC,-0.378,-0.571,-0.333,-0.27,-0.37,-0.679,-0.431,-0.15,-6.047,-1.713,-4.333,-2.159,-1.852,-2.036,-5.598,-0.449,1075
2025,4431632,Caleb Coombs,WR,Jacksonville State,CUSA,0.157,0.187,-1.363,0.008,0.258,0.221,-0.016,0.457,8.156,9.519,-1.363,0.144,4.911,3.1,-0.534,8.689,893
2025,4431633,Will Crowder,QB,Troy,SBC,0.089,0.052,0.308,-0.138,0.019,0.478,-0.048,0.269,20.493,10.127,10.149,-10.775,1.505,31.523,-6.177,26.671,286
2025,4431646,Keontez Lewis,WR,Oklahoma,SEC,0.388,0.388,,0.355,-0.27,1.107,0.377,0.411,10.484,10.484,0,4.621,-1.889,7.752,6.782,3.702,781
